,reviews,date,verified,corpus
89,"Not Verified |  I booked tickets to travel and had to make changes to the ticket, I contacted them via numerous emails and no response, their website says a change in ticket can be made at a cost even during this pandemic and for a first time change, I reached out to them explaining i am unable to pay for the penalty, they refused to respond rather they informed their back office team to increase the price of the tickets and then they responded quoting amounts triple to what the website says, I explained to them and they refused to do anything about it. I checked back on their website a week later and they had dropped the price of change of the ticket to double rather than triple, I contacted them as they intentionally removed the option to change my ticket online, they said they had sent a payment link - well payment link that says I pay triple when your website currently says it's a double payment. I requested they send a new payment link, of course they refused. A few hours later they informed their back office team to triple the price of change of ticket again. Avoid this airline by all means.",2020-11-10,False,verified booked ticket travel make change ticket contacted via numerous email response website say change ticket made cost even pandemic first time change reached explaining unable pay penalty refused respond rather informed back office team increase price ticket responded quoting amount triple website say explained refused anything checked back website week later dropped price change ticket double rather triple contacted intentionally removed option change ticket online said sent payment link well payment link say pay triple website currently say double payment requested send new payment link course refused hour later informed back office team triple price change ticket avoid airline mean
90,"After cancelling two of my flights, KQ offered me options and I chose to travel KLM from Amsterdam to Nairobi to wait for my flight from NAirobi to Abidjan. Thought my original journey was all KQ flights, and I paid for 4 bags from Amsterdam to Abidjan, the second leg of my journey only had 2 bags covered in my baggage allowance. In other words, KQ basically robbed me as I had to leave 2 of my bags behind. Now I have to find a way to get my bags to my final destination, which is undoubtedly going to cost even more than paying for 2 bags did. I am extremely disappointed in the services that were provided. I am moving for KQ to refund me the money for my bags, seeing as I paid for a service I was not provided. ",2020-09-01,True,cancelling two flight kq offered option chose travel klm amsterdam nairobi wait flight nairobi abidjan thought original journey kq flight paid bag amsterdam abidjan second leg journey bag covered baggage allowance word kq basically robbed leave bag behind find way get bag final destination undoubtedly going cost even paying bag extremely disappointed service provided moving kq refund money bag seeing paid service provided
91,"I have taken Kenya Airways a number of times and it is quite disappointing that instead of improving, the service continues to get worse. The food served remains almost inedible and inflight entertainment is virtually non-existent. Due to COVID they cancelled my ticket/s. Unfortunately, proved to be a horrendous experience as customer service is virtually non-existent. The airline doesn't respond to emails and the telephones indicated on their website does not get picked! It did not help that one is left with no option since they closed their offices. This airline needs to be more responsive to its customers (it seems to want to be known literally to go with the notion of pole-pole or slowly) if it is to get itself out of its reported financial woes due to plunging customer numbers.",2020-08-11,True,taken kenya airway number time quite disappointing instead improving service continues get worse food served remains almost inedible inflight entertainment virtually non existent due covid cancelled ticket unfortunately proved horrendous experience customer service virtually non existent airline respond email telephone indicated website get picked help one left option since closed office airline need responsive customer seems want known literally go notion pole pole slowly get reported financial woe due plunging customer number
92,"We flew from JFK to NBO just before the pandemic was declared. This was the first leg of a journey to Seychelles (SEZ). We found the cabin crew on this flight to be excellent, attentive, and really friendly. It seemed that the cabin staff were up and down the aisles very frequently and had a smile on their faces, something that must be tough during these times. We told them how pleased we were at the end of the flight and they seemed genuinely surprised to get the positive feedback. We passed this on to the airline via their website but have received no response as yet. Check in at JFK was easy, but probably atypical due to the reduced number of flyers in early March this year. The same could be said for the boarding process. The plane itself was new, a lovely 787 with mood lighting and big windows. The legroom was reasonable (not cramped but not luxurious). Overall it was comfortable for such a long journey. The food on the outbound journey was really good, way better than we expected, and our son' child's meal was also better than typical kids meals. The biggest negative on our outbound journey was the entertainment system. There were very few recent movies and the choice was extremely limited. Take your tablet or phone and download some eBooks, movies or other entertainment to it. if you are expecting to use the system on the plane to keep you occupied for 14 hours you will be disappointed. If I was rating the airline based on this flight I would actually give this flight 4 or even 5 stars as it was enjoyable but external factors are influencing that rating. Our return journey from Seychelles was delayed overnight by 14 hours and we had to fight to get accommodation. Due to this delay, and the Kenyan government ban on entry for foreigners due to COVID-19, it also meant our mini KQ Safari booked through the airline had to be cancelled. This is all very understandable and we have no issue with any of that. We cancelled this over email with the safari division while in the Seychelles and assumed there would be no issue. However, despite meeting 3 of the criteria needed for refund I am now going through a VISA charge-back process to recover this fee. First they say to talk to travel agent (when we booked the safari directly through them on a different credit card number) and then they say its valid for a year and they do not refund services .. despite having a clear statement on their website that a refund can be done if you fit 1 of the 3 criteria - 1. contact the email provided within 24 hours of the safari to cancel (we did it 6 days before), 2. Have a flight cancellation or delay (we were cancelled and put on a flight 14 hours later), and 3. Being denied entry to the country (the government were denying foreign nationals even with a visa - which we had). We want to go back to the Seychelles when all this is over but sadly I fear it will need to be with another airline, despite the stellar service of the staff on KQ003 on the day we flew.",2020-05-19,True,flew jfk nbo pandemic declared first leg journey seychelles sez found cabin crew flight excellent attentive really friendly seemed cabin staff aisle frequently smile face something must tough time told pleased end flight seemed genuinely surprised get positive feedback passed airline via website received response yet check jfk easy probably atypical due reduced number flyer early march year could said boarding process plane new lovely mood lighting big window legroom reasonable cramped luxurious overall comfortable long journey food outbound journey really good way better expected son child meal also better typical kid meal biggest negative outbound journey entertainment system recent movie choice extremely limited take tablet phone download ebooks movie entertainment expecting use system plane keep occupied hour disappointed rating airline based flight would actually give flight even star enjoyable external factor influencing rating return journey seychelles delayed overnight hour fight get accommodation due delay kenyan government ban entry foreigner due covid also meant mini kq safari booked airline cancelled understandable issue cancelled email safari division seychelles assumed would issue however despite meeting criterion needed refund going visa charge back process recover fee first say talk travel agent booked safari directly different credit card number say valid year refund service despite clear statement website refund done fit criterion contact email provided within hour safari cancel day flight cancellation delay cancelled put flight hour later denied entry country government denying foreign national even visa want go back seychelles sadly fear need another airline despite stellar service staff kq day flew
93,Cape Town to Amsterdam via Nairobi in early March. Did fly before the Vivid crisis. Missed our connection flight due to delay of the plane. But found out later of that connection had been canceled. Kenya Airways promised to give us a voucher as a compensation for the delay. After several emails I have not received anything.,2020-05-06,True,cape town amsterdam via nairobi early march fly vivid crisis missed connection flight due delay plane found later connection canceled kenya airway promised give u voucher compensation delay several email received anything
94,"I purchased a ticket back in December 2019 for a flight from Kenya to Italy. Due to COVID-19, the airline appropriately cancelled my trip, however, would not give me any sort of refund for the ticket price. I reached out to them multiple times prior to the flight with no response or call back. Finally, 2 days ago (almost a month after my flight was scheduled), I received a response stating that I did not qualify for a refund since it was a non-refundable ticket, even though they cancelled the flight. They wouldn't even give me a travel voucher by this point! If you can fly anyone else, please do. I had multiple international trips planned during this time and every other airline worked with me to refund my trip or provide me with flight vouchers. Kenya Airways clearly does not care about customer service or having future customers.",2020-05-01,True,purchased ticket back december flight kenya italy due covid airline appropriately cancelled trip however would give sort refund ticket price reached multiple time prior flight response call back finally day ago almost month flight scheduled received response stating qualify refund since non refundable ticket even though cancelled flight even give travel voucher point fly anyone else please multiple international trip planned time every airline worked refund trip provide flight voucher kenya airway clearly care customer service future customer
95,"Due to the Covid 19, I had to cancel a flight to Nairobi. The cancellation was done on time early march. Well Kenya Airways refuses to refund my ticket and proposes a voucher to be used in the next twelve months. On top of that no one responded to my email for over a month. I really believe that this is not acceptable.",2020-04-17,True,due covid cancel flight nairobi cancellation done time early march well kenya airway refuse refund ticket proposes voucher used next twelve month top one responded email month really believe acceptable
96,"Nairobi to Mauritius This was the final leg of the itinerary from Manchester to Mauritius (Manchester to Nairobi flown with Qatar Airways) - flights sold by Qatar Airways. This flight was a short 4 hour flight. Nairobi Airport itself if not the best for transit, though we spent the 7 hour layover in the Pride Business Class Lounge (having paid $40 for a day pass) which was satisfactory. Cabin Crew appeared a little unfriendly on arrival onto aircraft, though pleasant with requests and service. The aircraft itself appeared old and tired, and could benefit from modernisation. For a small flight, a light meal was provided, which in honesty was good (Asian Vegetarian). Sadly few flight announcements and no advice that the plane was descending into Mauritius and landing - it just landed! No inflight entertainment - screen did not work! Finally the timing of this flight is not good. Arrival at Mauritius at 0300 in the morning is strange and untimely. Not sure why the schedule is this way, but certainly not a time that I would be looking at again in the future. In summary, an ‘ok’ airline - convenient to ensure Qatar Airways flights for the route, but will look at alternatives to Mauritius in the future. Put it this was, if Qatar Airways either fly directly to Mauritius, or have a transit in Seychelles or Johannesburg, then this would be the preferred option. Nairobi is ok, but I think the experience with Kenya Airways is not something I would revisit as experienced.",2020-04-01,True,nairobi mauritius final leg itinerary manchester mauritius manchester nairobi flown qatar airway flight sold qatar airway flight short hour flight nairobi airport best transit though spent hour layover pride business class lounge paid day pas satisfactory cabin crew appeared little unfriendly arrival onto aircraft though pleasant request service aircraft appeared old tired could benefit modernisation small flight light meal provided honesty good asian vegetarian sadly flight announcement advice plane descending mauritius landing landed inflight entertainment screen work finally timing flight good arrival mauritius morning strange untimely sure schedule way certainly time would looking future summary ok airline convenient ensure qatar airway flight route look alternative mauritius future put qatar airway either fly directly mauritius transit seychelles johannesburg would preferred option nairobi ok think experience kenya airway something would revisit experienced
97,"Travelled Kigali via Nairobi to Johannesburg and back within 2 days mid-March 2020. Aircraft  were E190 on short leg and Boeing 787-8 on long legs. All flights on time. No luggage issues. Checked in online. Had to wait 1 hour in airport as they only open check in 2 hours before departure. Upgraded 1st leg KGL-NBO by a modest, but successful online bid. Granted lounge access by courtesy in Nairobi as my Gold Card was just earned during the same trip (but of course not processed in their system). In Kigali they use Pearl lounge which is deteriorating since Rwandair opened a new lounge opposite. Kenya Airways Pride Lounge in Nairobi is wonderful. Food served onboard was substandard and particular breakfasts were a disgrace. However, drink supplies were fine. I like the “Happy Hours” approach they use on regional routes like to Dubai and JNB where you order a drink or wine and they often double up the order without asking. I have only received this double up service before on Gulf Air and the now deceased Jet Airways. That is generous, positive approach and make one feel very appreciated and cared for in economy class where benefits otherwise are sparse. FAs are very good though advised an FA to avoid chewing gum as it is cause feeling of disrespect to some passengers. Champagne on business class is good and offered also before departure. No IFE on short legs but on long legs plenty of films to watch. No WiFi onboard. I was given 3 seats on all flights were not full thanks to corona virus fear and close downs.",2020-03-17,True,avelled kigali via nairobi johannesburg back within day mid march aircraft e short leg boeing long leg flight time luggage issue checked online wait hour airport open check hour departure upgraded st leg kgl nbo modest successful online bid granted lounge access courtesy nairobi gold card earned trip course processed system kigali use pearl lounge deteriorating since rwandair opened new lounge opposite kenya airway pride lounge nairobi wonderful food served onboard substandard particular breakfast disgrace however drink supply fine like happy hour approach use regional route like dubai jnb order drink wine often double order without asking received double service gulf air deceased jet airway generous positive approach make one feel appreciated cared economy class benefit otherwise sparse fa good though advised fa avoid chewing gum cause feeling disrespect passenger champagne business class good offered also departure ife short leg long leg plenty film watch wifi onboard given seat flight full thanks corona virus fear close down
98,"Nairobi to Dar-Es-Salam. It was a connection flight, I booked the tickets from different companies separately. This flight was the last resort to avoid losing my next flight and it got delayed more than an hour, so I lost the next flight. In the counter they said it was just not in the contract whatever could happen because of a delay of less than 3 hours.",2020-03-17,True,nairobi dar e salam connection flight booked ticket different company separately flight last resort avoid losing next flight got delayed hour lost next flight counter said contract whatever could happen delay le hour
99,"Nairobi to London Heathrow. Awful, simply awful. Substantial delays on both the outbound and return legs. Really poor customer service in response. Customer service was poor in general, on board and at the airport when requesting an update to the flight. I would not recommend Kenya Airways to anybody, not even my worst enemy!",2020-02-15,True,nairobi london heathrow awful simply awful substantial delay outbound return leg really poor customer service response customer service poor general board airport requesting update flight would recommend kenya airway anybody even worst enemy
100,"Johannesburg to Kigali via Nairobi 5-6 Feb 2020; on Boeing 787-8 and  Embraer 190. Almost on time; first flight fell 25 Minutes late. I had made a low, but successful bid for 2nd leg to be upgraded as it also gave access to Kenya’s Lounge in Nairobi which is good and spacious. Ticket cheap, bought from an online travel company. Kenya Airways have reduced luggage allowance for regional flights, with Silver level in their Flying Blue FFP I eventually managed to get a 2nd, huge suitcase, added to be check-in (first one included in ticket). Check-in, transfers, and communication went fine. Onboard, great service, lots of drinks as there seem to be a Happy Hour going on at afternoon/evening flights. Whenever passengers ordered juice, beer or wine they were instantly handed double up without discussion. I love that attitude. It gives a feeling of luxury. I have experienced this before with KQ (on their Dubai route). Food was good, two options with the possibility to add up more as long stock lasted. FAs were fine. Call bells answered. Duty free sales onboard worked well. The Dreamliner is great but space provided in economy is humiliatingly small. I was lucky to have 3 seats to myself to survive lack of leg and breathing space. Pride lounge in Nairobi is a breeze and I slept well till next morning to catch last leg as being upgraded. Last leg morning flight NBO-KGL was uneventful. Of 9 business class seats (1 x 2 configuration). No complaints apart from a joke of “breakfast” consisting of a tired, reheated croissant. No cheese, only jam to supply. Champagne and coffee/tea given on request.",2020-02-07,True,johannesburg kigali via nairobi feb boeing embraer almost time first flight fell minute late made low successful bid nd leg upgraded also gave access kenya lounge nairobi good spacious ticket cheap bought online travel company kenya airway reduced luggage allowance regional flight silver level flying blue ffp eventually managed get nd huge suitcase added check first one included ticket check transfer communication went fine onboard great service lot drink seem happy hour going afternoon evening flight whenever passenger ordered juice beer wine instantly handed double without discussion love attitude give feeling luxury experienced kq dubai route food good two option possibility add long stock lasted fa fine call bell answered duty free sale onboard worked well dreamliner great space provided economy humiliatingly small lucky seat survive lack leg breathing space pride lounge nairobi breeze slept well till next morning catch last leg upgraded last leg morning flight nbo kgl uneventful business class seat x configuration complaint apart joke breakfast consisting tired reheated croissant cheese jam supply champagne coffee tea given request
101,"Bangkok to Johannesburg via Nairobi on 5th February 2020. Both flights on newer B787-8 aircrafts. Check-in and luggage handling went smoothly, but had to fight a bit with ground staff to get all my BPs issued on spot. Booking handling online works well. Their AF-KLM lounge offered in Bangkok is poor (like Thai Airways lounges) but their Pride lounge in Nairobi is good and spacious. Hardware on Kenya Airways is good and they are good on ground to tackle even complicated issues. The FAs are also good, plenty, observant. They are mainly Kenyans which does not help Chinese nor Thai passengers much. The very weak point of Kenya Airways is the food. Business class does not provide food any better than their Economy class and is plain, without vision, looking shabby. Competing airlines like Ethiopian, Turkish, South African, and Egypt serves much better and inspiring food in their economy class. Steel cutlery and table preparation nice. But that’s it. Dinner from BKK was a cold shabby dish with chopped salad and 3 ridiculous small pieces of sliced meatballs. Breakfast offered was inedible continental or fried rice. Very poor offerings. No meat, no cocktails, no cheeses, no ice cream, no smoothies, chocolates, no fruits (watermelon does not count). Extremely poor catering, a disgrace for the airline. Beverages are shamefully very sparse, only 2 juices (apple or orange) are offered. Wines are only passable. Beers are cheap, waterish industrial stuff: 2 brands, Tusker and Heineken – not providing any alternatives to each other. No souvenir, no pyjamas, no luxury feelings at all. No lobster, no seafood, no caviar, no mutton, goat, pork, no beef, no chicken (maybe inside the breakfast sausage). FA staff admitted that economy class had the same catering as business though of course presented simpler. 1st flight on time, 2nd departed 1 hour late. Miles given quickly to Flying Blue. I will go again when the price is right. Lower expectation to food to zero and eat well at home or in lounge. Then it can be fairly good value for money when prices are promoted.",2020-02-07,True,bangkok johannesburg via nairobi th february flight newer b aircraft check luggage handling went smoothly fight bit ground staff get bps issued spot booking handling online work well af klm lounge offered bangkok poor like thai airway lounge pride lounge nairobi good spacious hardware kenya airway good good ground tackle even complicated issue fa also good plenty observant mainly kenyan help chinese thai passenger much weak point kenya airway food business class provide food better economy class plain without vision looking shabby competing airline like ethiopian turkish south african egypt serf much better inspiring food economy class steel cutlery table preparation nice dinner bkk cold shabby dish chopped salad ridiculous small piece sliced meatball breakfast offered inedible continental fried rice poor offering meat cocktail cheese ice cream smoothy chocolate fruit watermelon count extremely poor catering disgrace airline beverage shamefully sparse juice apple orange offered wine passable beer cheap waterish industrial stuff brand tusker heineken providing alternative souvenir pyjama luxury feeling lobster seafood caviar mutton goat pork beef chicken maybe inside breakfast sausage fa staff admitted economy class catering business though course presented simpler st flight time nd departed hour late mile given quickly flying blue go price right lower expectation food zero eat well home lounge fairly good value money price promoted
102,"Not Verified |  Johannesburg to Bangkok via Nairobi. As a fairly regular flier, this was one of the most disappointing flights I’ve ever been on. The Boeing 787 is a great plane, but from check-in to baggage collection and everything in between I was underwhelmed. The aircraft interior is tatty and dirty with frayed seat covers and ripped seat-back pockets that your phone falls through the holes. The cabin service only started 45 minutes after take-off, no water or drinks and they first serve their very mediocre meals before you get a small plastic cup of water which we got 1 hour into the flight. Then the dirty trays only get cleared around an hour after meals are served so you can’t stow the tray table and sleep until they’ve cleared the cabin. On both the flight to Bangkok and the return sector I tried in vain to call a cabin attendant using the call button, but they literally walk past you with the blue light glaring and carry on doing whatever they’re busy with. I needed assistance on one occasion as the passenger next to me spilled their whole drink over me and I needed a towel to dry my leg and shoes, but after 20 minutes I eventually switched off the light and gave up and slept with a wet leg. On another occasion I needed the attendant to take my dirty food tray (nearly a full hour after the meal had been served) so that I could stow my fold down tray to get up to go to the bathroom but he refused to take it and said I must wait until they clear the whole cabin. I chose Kenya Airways because it was the quickest trip with shortest connection and I assumed there would be similar service to AF / KLM with them being shareholders, but if I ever fly to Bangkok again from Johannesburg I will certainly pay the extra money and take the longer layover in Dubai or Singapore and fly Emirates or Singapore Airlines, I will not fly Kenya Airways long-haul again unless it’s specifically to go to Nairobi or elsewhere in East Africa.",2020-01-08,False,verified johannesburg bangkok via nairobi fairly regular flier one disappointing flight ever boeing great plane check baggage collection everything underwhelmed aircraft interior tatty dirty frayed seat cover ripped seat back pocket phone fall hole cabin service started minute take water drink first serve mediocre meal get small plastic cup water got hour flight dirty tray get cleared around hour meal served stow tray table sleep cleared cabin flight bangkok return sector tried vain call cabin attendant using call button literally walk past blue light glaring carry whatever busy needed assistance one occasion passenger next spilled whole drink needed towel dry leg shoe minute eventually switched light gave slept wet leg another occasion needed attendant take dirty food tray nearly full hour meal served could stow fold tray get go bathroom refused take said must wait clear whole cabin chose kenya airway quickest trip shortest connection assumed would similar service af klm shareholder ever fly bangkok johannesburg certainly pay extra money take longer layover dubai singapore fly emirate singapore airline fly kenya airway long haul unless specifically go nairobi elsewhere east africa
103,"Not Verified |  Just returned after spending nearly 10 hours at OR Tambo airport. Flight was cancelled due to a faulty spring on a flap. While I recognise theses things happen I was appalled by the way the staff treated customers. Little or no information was given. KQ staff were almost completely absent except when tracked. Sent from pillar to post trying to find luggage, no lunch vouchers provided, then informed you had to re-book yourselves on flights so complete mayhem trying to get to the KQ reservation desk back in the departures, non airside counter. Was informed no compensation except for new booking would be provide and if needed a hotel. I have family in Pretoria so headed back to them, incurring extra costs such as taxi fares but no compensation for these and all the other costs incurred let alone any compensation for wasting my and my 2 kids whole day, losing a days work, missing appointments etc. Am absolutely amazed at how badly KQ staff in Johannesburg are trained. This is not the first time. Last year when they lost my luggage for 3 days, KQ staff at ORTambo failed to inform me I was due 100 usd compensation. I only found out when I arrived in Nairobi and asked at the help desk in the arrival hall.",2020-01-06,False,verified returned spending nearly hour tambo airport flight cancelled due faulty spring flap recognise thesis thing happen appalled way staff treated customer little information given kq staff almost completely absent except tracked sent pillar post trying find luggage lunch voucher provided informed book flight complete mayhem trying get kq reservation desk back departure non airside counter informed compensation except new booking would provide needed hotel family pretoria headed back incurring extra cost taxi fare compensation cost incurred let alone compensation wasting kid whole day losing day work missing appointment etc absolutely amazed badly kq staff johannesburg trained first time last year lost luggage day kq staff ortambo failed inform due usd compensation found arrived nairobi asked help desk arrival hall
104,"Not Verified |  Cape Town to Mumbai via Nairobi. I have taken loads of flights in the last few years all across the world and this is by far the worst experience I have ever had. Our flight was delayed for over 10 hours because there was no crew availability. Because of that our connecting flight was missed, and we were rescheduled to a flight, which made us reach Mumbai 25 hours late. When we reached the airport, the system was not working, and we were given hand written boarding passes. The process delayed the flight by more than 4 more hours. The airline staff were clueless as they apparently said that the head office in Nairobi was not picking their calls. I don’t know what is up with Kenya Airways. It’s better to cancel the trip than to travel with them.",2020-01-06,False,verified cape town mumbai via nairobi taken load flight last year across world far worst experience ever flight delayed hour crew availability connecting flight missed rescheduled flight made u reach mumbai hour late reached airport system working given hand written boarding pass process delayed flight hour airline staff clueless apparently said head office nairobi picking call know kenya airway better cancel trip travel
105,"Nairobi to Mahe. They cancelled our flight to Mahe without notice. We tried to check in evening before our departure date but their system indicated incorrect personal details. We called customer service but they could not explain to us but instead said that we should check in at airport. On arrival at airport our flight original time 1915 was cancelled so we couldn’t catch our connecting flights. We went to their office at Entebbe and found a staff who was very unprofessional and unwilling to help. When we indicated that we are gold members and frequent flyers and we wish to file a complaint and asked for her name, then she was willing to assist us. We missed our connecting flights, paid hotel we did not sleep in. Sleepless night. All they had to do is to inform us that our flight was cancelled and they didn’t.",2020-01-05,True,nairobi mahe cancelled flight mahe without notice tried check evening departure date system indicated incorrect personal detail called customer service could explain u instead said check airport arrival airport flight original time cancelled catch connecting flight went office entebbe found staff unprofessional unwilling help indicated gold member frequent flyer wish file complaint asked name willing assist u missed connecting flight paid hotel sleep sleepless night inform u flight cancelled
106,"Johannesburg to Mumbai via Nairobi. Staff lack professionalism and can be quite brash and rude. Cabin was too hot even after take off and I requested if they could turn up the air but the cabin attendant didn't seem to understand my request. Far too much single use packaging - throwaway boxes, plastic cutlery when they could just as easily use stainless steel cutlery. No special meals on 2/4 of my flights and staff insisted this was not booked even when I was presented with my meal on 2 of other legs. Had to wait at least 30 minutes both times in Nairobi in the plane after landing in the heat as ground staff got the disembarkation ready but no apology or explanation from cabin staff for keeping people standing in the hot crowded airplane. Staff lack warmth and are robotic and the attention to service when compared with other airlines on similar routes is noticeably absent.",2019-12-21,True,johannesburg mumbai via nairobi staff lack professionalism quite brash rude cabin hot even take requested could turn air cabin attendant seem understand request far much single use packaging throwaway box plastic cutlery could easily use stainless steel cutlery special meal flight staff insisted booked even presented meal leg wait least minute time nairobi plane landing heat ground staff got disembarkation ready apology explanation cabin staff keeping people standing hot crowded airplane staff lack warmth robotic attention service compared airline similar route noticeably absent
107,Not Verified |  Cape Town to Zanzibar via Nairobi. Worst experience of my life. We booked online directly from Kenya Airways on the 2nd Nov and the money was deducted on the 8th November. The day we booked we noticed a flight was cancelled and we phoned them to make sure seeing as we didn't receive an e-ticket. The woman said it's no problem we will receive our ticket the moment the flight is sorted we just need our booking reference. On the 15th Dec we were suppose to fly at 2300. With check-in they couldn't find our ticket and was sent to ticket sales. Ticket sales confirmed that we had paid and that we have a booking but no tickets were issued. When Kenya was finally reached they said they never received our payment. 2.5 hours later we missed our flight. Next day we start phoning them at 7am. When they finally answered they started this thing where they will tell you to please hold but end the line. After the fourth call we got through and the woman said we can fly at 14:30. At 10am we were at the airport at ticket sales. Once again no e-ticket and no response. By 12:30 we get the news. We have to pay for new tickets at a larger price than our previous tickets and they will refund our original price .. the absolute audacity. We lost our vacation and accommodation and these people wanted to charge us extra? Customer service is enough to make even the most calm and professional person lose it completely. We received a proof of refund and on the proof it shows that they received our money on the 6th November.,2019-12-18,False,verified cape town zanzibar via nairobi worst experience life booked online directly kenya airway nd nov money deducted th november day booked noticed flight cancelled phoned make sure seeing receive e ticket woman said problem receive ticket moment flight sorted need booking reference th dec suppose fly check find ticket sent ticket sale ticket sale confirmed paid booking ticket issued kenya finally reached said never received payment hour later missed flight next day start phoning finally answered started thing tell please hold end line fourth call got woman said fly airport ticket sale e ticket response get news pay new ticket larger price previous ticket refund original price absolute audacity lost vacation accommodation people wanted charge u extra customer service enough make even calm professional person lose completely received proof refund proof show received money th november
108,"Johannesburg to Dubai via Nairobi. First and last time travelling on Kenya airway. Firstly the flight took forever to take off and i had a connecting flight in Nairobi, which eventually had me running like a mad dog and almost missed my connecting flight. This Kenya Airways first time experience did not stop here, after landing and to this very moment my luggage is missing, try having a holiday and you have no luggage, and no one is helping at Kenya airways. Never again.",2019-12-09,True,johannesburg dubai via nairobi first last time travelling kenya airway firstly flight took forever take connecting flight nairobi eventually running like mad dog almost missed connecting flight kenya airway first time experience stop landing moment luggage missing try holiday luggage one helping kenya airway never
109,"Amsterdam to Antananarivo via Nairobi. It was my first time I have flown with Kenya Airways and it was quite positive experience. The cabin crew were friendly, and provided really good service with the smile. We were afraid about delays and lost baggage but everything was fine and on time.",2019-11-25,True,amsterdam antananarivo via nairobi first time flown kenya airway quite positive experience cabin crew friendly provided really good service smile afraid delay lost baggage everything fine time
110,Mauritius to Amsterdam via Nairobi. We tried to change our ticket as some free seats were available. This information we got at different airport. So we showed up at the desk by gate 15-16 and the lady there just left us without a word. We were quite in rush because we had an option to change the flight. When she came back told us that it is too late and we should go to gate 6 and check for another flight and they will provide the service. We went there waiting 30 mins. No one showed up so I went to the previous gate desk to ask for assistance. She called a few numbers and informed me that her colleague is there all the time. When I went back to the desk by gate 6 my friend told me that she just arrived 2 mins ago and she is not able to help us as she doesn't have codes and we need to wait for someone else an hour. We waited for another person and she couldn't help us too. We kept waiting for 3rd person another 40 mins who said that we can't change the ticket coz the plan is full. They could tell us at the first time. My experience in general was positive.,2019-11-25,True,mauritius amsterdam via nairobi tried change ticket free seat available information got different airport showed desk gate lady left u without word quite rush option change flight came back told u late go gate check another flight provide service went waiting min one showed went previous gate desk ask assistance called number informed colleague time went back desk gate friend told arrived min ago able help u code need wait someone else hour waited another person help u kept waiting rd person another min said change ticket coz plan full could tell u first time experience general positive
111,"Great flight from New York to Dar es Salaam via Nairobi. Smooth connections, good food, good service, comfortable plane. No problems. Comparable to my flights on Austrian Airlines from Vienna to New York",2019-11-24,True,great flight new york dar e salaam via nairobi smooth connection good food good service comfortable plane problem comparable flight austrian airline vienna new york
112,"Worst online customer service I have ever seen. It took more than days to get back to me regarding a change on flights, when it finally replied it gave me the available date however refused to get the payment through email, as we are dealing and sent me to the branch in a city far from where I was staying to do the payment. When I got there as soon as I could possibly could and the flight was simply booked out. I lost money and time to find out I would have to stay until my flight was originally booked.",2019-11-21,True,worst online customer service ever seen took day get back regarding change flight finally replied gave available date however refused get payment email dealing sent branch city far staying payment got soon could possibly could flight simply booked lost money time find would stay flight originally booked
113,"London to Mauritius via Nairobi. This is the first time I have flown with Kenya Airways and I was impressed. The cabin crew were very friendly, and provided an excellent service. There was good leg room and the seats were comfortable. The inflight entertainment was touchscreen and provided a large selection of movies to watch. Three meals were provided during the 2 flights. My only issue was the long transit in Nairobi (8 hours) on the way to Mauritius. The transit on the journey back was quick (only 2 hours). I will definitely fly Kenya Airways again, as it was the cheapest option to Mauritius and provided great value for money.",2019-11-15,True,london mauritius via nairobi first time flown kenya airway impressed cabin crew friendly provided excellent service good leg room seat comfortable inflight entertainment touchscreen provided large selection movie watch three meal provided flight issue long transit nairobi hour way mauritius transit journey back quick hour definitely fly kenya airway cheapest option mauritius provided great value money
114,"Nairobi to New York . The food is below average for someone who is paying almost $1000 for a flight. We received what they called a omelette which was really like the folded egg from mcdonalds, chicken with rice and a buffalo chicken sandwich that was terrible. Completely unacceptable at the quality given to customers. Kenya airways also had a separate security checkpoint after three were already done in the airport at the gate. In which anyone who purchased a beverage walking in the airport and then went to their gate were told it had to be consumed right then or thrown out. Water in the airport is $3, I saw at least 10 passengers who had to throw their water out and some after being told by a worker who sold them the water that they would be fine to board the plane. Also an observation, we were the only one with a checkpoint done by the airline at the gate. We walked by all other gates and saw people sitting like you normally would. So why would this airline impose a checkpoint for those going to the US after already being checked by the airport and customs. This left a bad taste after a great trip. Do better Kenya airways. Your food and customer service sucks.",2019-11-11,True,nairobi new york food average someone paying almost flight received called omelette really like folded egg mcdonalds chicken rice buffalo chicken sandwich terrible completely unacceptable quality given customer kenya airway also separate security checkpoint three already done airport gate anyone purchased beverage walking airport went gate told consumed right thrown water airport saw least passenger throw water told worker sold water would fine board plane also observation one checkpoint done airline gate walked gate saw people sitting like normally would would airline impose checkpoint going u already checked airport custom left bad taste great trip better kenya airway food customer service suck
